ID,Identyfikator API,Nazwa,Województwo,Powiat,Gmina,Miejscowość,Ulica,Numer Budynku,Numer Lokalu,Email,Telefon,Liczba dzieci,Liczba miejsc,Adres WWW
807,9773/Z,Żłobek Klasa Bobasa,MAŁOPOLSKIE,Kraków,Kraków-Podgórze,Kraków-Podgórze,ul. Wolska,17,,klasabobasa.zlobek@gmail.com,791651657,19,21,www.klasabobasa.pl
808,9777/Z,Żłobek Samorządowy w Nowym Grabiu,MAZOWIECKIE,płocki,Gąbin,Nowe Grabie,ul. Osiedle pod Jodłami,11a,,zlobek@spnowegrabie.pl,242771133,30,30,
809,9450/Z,"Niepubliczny żłobek ""Miluś""",KUJAWSKO-POMORSKIE,Włocławek,Włocławek,Włocławek,ul. Polna,102,,skakanka@stowarzyszenieforma.pl,661541994,20,20,skakanka@stowarzyszenieforma.pl
810,2184/Z,"Żłobek Miejski nr 20 ""Żaczek""",KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,Bydgoszcz,ul. P.por. Emilii Gierczak,8,,zlobek20@zlobkibydgoskie.lo.pl,523430680,253,253,zlobkibydgoskie.lo.pl
811,10467/Z,"Żłobek Miejski ""Kolorowe Nutki"" w Krośnie",PODKARPACKIE,Krosno,Krosno,Krosno,ul. Powstańców Warszawskich,42,,sekretariat@zmkrosno.pl,134743980,50,50,zmkrosno.pl
812,10893/Z,Żłobek Pozytywnego Rozwoju,WIELKOPOLSKIE,nowotomyski,Nowy Tomyśl,Nowy Tomyśl,ul. Zbąszyńska,22,,zlobeknt@pozytywnegorozwoju.pl,699843406,61,66,www.pozytywnegorozwoju.pl
813,9294/Z,"Klub Malucha ""Mini Miki""",MAŁOPOLSKIE,chrzanowski,Trzebinia,Trzebinia,ul. Konopnickiej,2,,biuro@przedszkolemiki.pl,506088058,15,15,http://przedszkolemiki.pl/
814,7651/Z,Niepubliczny żłobek Art School - Oddzial,WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,Olsztyn,ul. Jana Janowicza,2A,,sekretariat@artschool.com.pl,666351148,18,18,http://www.zlobek-artschoolwt.pl
815,2547/Z,Żłobek Miejski w Mysłowicach,ŚLĄSKIE,Mysłowice,Mysłowice,Mysłowice,ul. Władysława Reymonta,11,,mzlobek@wp.pl,326663006,112,112,https://myslowice.zlobki.org.pl
816,8272/Z,Klub Malucha,PODLASKIE,białostocki,Czarna Białostocka,Czarna Białostocka,ul. Torowa,9,,joanna.kowalewska10@wp.pl,531449267,16,20,
817,8851/Z,"Niepubliczny Żłobek ""KOLOROWE KREDKI""",ŁÓDZKIE,Łódź,Łódź-Widzew,Łódź-Widzew,ul. Księcia Władysława Opolczyka,13,,biuro@przedszkole-kolorowekredki.pl,501710512,25,25,http://zlobek-kolorowekredki.pl
818,4085/Z,Miejski Zespół Żłobków Żłobek Nr 10,ŁÓDZKIE,Łódź,Łódź-Polesie,Łódź-Polesie,ul. Karolewska,70/76,,zlobek10@mzz.lodz.pl,+48515062474,73,70,http://www.mzz.lodz.pl/
819,8951/Z,Klub Dziecięcy Małe Misie,WARMIŃSKO-MAZURSKIE,giżycki,Giżycko,Giżycko,ul. Wiejska,34,,zlobek_gizycko@wp.pl,500156097,11,11,
820,8952/Z,Żłobek Re-re Kum-kum,MAŁOPOLSKIE,Kraków,Kraków-Krowodrza,Kraków-Krowodrza,ul. Jerzego Szablowskiego,3,III,klubmalucha@onet.pl,509301283,25,25,www.rerekumkum.com
821,9486/Z,Żłobek Montessori w Augustowie,PODLASKIE,augustowski,Augustów,Augustów,ul. Wybickiego,58,,przedszkole@montessori.augustow.pl,697720012,12,16,www.montessori.augustow.pl
822,9618/Z,"Żłobek ""Smyczek"" Renata Dunaj",WARMIŃSKO-MAZURSKIE,olecki,Olecko,Olecko,os. Osiedle Siejnik I,8,,smyk.olecko@gmail.com,875203625,17,34,http://www.smyk.olecko.pl/
823,6402/Z,Klub dziecięcy Jak u Babci,POMORSKIE,Gdańsk,Gdańsk,Gdańsk,ul. Dąbrówki,82,3,jakubabci@gmail.com,668903807,14,19,www.jakubabci@gmail.com
824,2842/Z,"Miejski Żłobek ""Kraina Maluszka"" w Knurowie",ŚLĄSKIE,gliwicki,Knurów,Knurów,ul. Wiosenna,1,,zm@knurow.edu.pl,324419743,120,120,www.zlobek.knurow.edu.pl
825,7014/Z,"Żłobek ""Gadułki""",MAZOWIECKIE,wołomiński,Kobyłka,Kobyłka,ul. Jezuicka,25,,zlobek.gadulki1@wp.pl,535851051,40,30,www.zlobekgadulki@wp.pl
826,9476/Z,"Niepubliczny Żłobek ""Małe Zuchy""",MAZOWIECKIE,Warszawa,Warszawa - Bemowo,Warszawa - Bemowo,ul. Obrońców Tobruku,31,139,BEMOWO@MALEZUCHY.PL,504166992,16,23,WWW.MALEZUCHY.PL
827,9477/Z,"Żłobek ""Miś Uszatek""",POMORSKIE,nowodworski,Stegna,Stegna,ul. Bursztynowa,1,,spstegna@stegna.pl,552478250,24,24,
828,9479/Z,Żłobek Bajkowy Zakątek,POMORSKIE,gdański,Pruszcz Gdański,Juszkowo,ul. Łąkowa,1,,bajeczkapaulinalazarek@o2.pl,660456075,14,22,
829,9537/Z,"Niepubliczny Klub Dziecięcy Nr 2 ""Skrzaty""",MAZOWIECKIE,wołomiński,Marki,Marki,ul. Wojskiego,17/19B,,skrzaty.zlobek@gmail.com,507821990,14,15,
830,9539/Z,Niepubliczny Żłobek MAGICZNY ŚWIAT MALUCHA,PODKARPACKIE,Rzeszów,Rzeszów,Rzeszów,ul. Polna,19,,sekretariat@magicznyswiatmalucha.pl,605173020,13,17,www.zlobekmagicznyswiatmalucha.pl
831,9614/Z,U Alojzego Trąbki,KUJAWSKO-POMORSKIE,Toruń,Toruń,Toruń,ul. Okólna,26,,zlobektorun@gmail.com,798773371,0,24,www.maluchwtoruniu.pl
832,9625/Z,Pozytywny Żłobek w Rybniku,ŚLĄSKIE,Rybnik,Rybnik,Rybnik,ul. Sławików,6,,k.kornas@pozytywneinicjatywy.pl,538238015,35,35,https://www.facebook.com/Pozytywny-zlobek-w-Rybniku
833,9712/Z,Żłobek Dzienny w Skoczowie filia w Międzyświeciu,ŚLĄSKIE,cieszyński,Skoczów,Międzyświeć,ul. Malinowa,2,,zlobekdzienny@mzo.skoczow.pl,722001419,24,24,
834,9374/Z,"Domowy Żłobek ""Bejbuś""",PODKARPACKIE,przemyski,Przemyśl,Ostrów,,362,,bejbus-ostrow@o2.pl,731913408,0,15,
835,8601/Z,Niepubliczny Żłobek GABI,MAŁOPOLSKIE,Kraków,Kraków-Podgórze,Kraków-Podgórze,ul. dr. Jana Piltza,20,,zlobek@przedszkole-gabi.pl,570695380,16,16,www.przedszkole-gabi.pl
836,8876/Z,Żłobek Kolorowe Kropki ,MAŁOPOLSKIE,krakowski,Skawina,Skawina,ul. Jana Sobieskiego,17,,biuro@zlobekskawina.pl,722310527,22,27,https://zlobekskawina.pl/
837,9037/Z,Modelowy Żłobek,MAZOWIECKIE,legionowski,Nieporęt,Nieporęt,ul. Jana Kazimierza,283,-,zlobek@modelowaedukacja.eu,+48537464710,4,15,www.modelowaedukacja.eu
838,10091/Z,"Niepubliczny Żłobek ""Tygrysek""",WIELKOPOLSKIE,Konin,Konin,Konin,ul. Akacjowa,5,,wiosnawsercu@gmil.com,510520886,9,15,www.wiosnawsercu.pl
839,11197/Z,"Prywatny Żłobek ""Żagielek"" ",POMORSKIE,wejherowski,Rumia,Rumia,ul. Żeromskiego,6,1,krystyna.f.gd@op.pl,507154228,8,15,www.zlobek-zagielek.pl
840,9093/Z,"Żłobek ""Koszałki Opałki""",LUBELSKIE,Lublin,Lublin,Lublin,ul. Kasztelańska,29,65,koszalkiopalki@op.pl,790833844,46,46,www.koszalkiopalki.com
841,9094/Z,"Niepubliczny Żłobek ""Kreatywne Nutki""",ŚWIĘTOKRZYSKIE,starachowicki,Starachowice,Starachowice,,19,,arynkowska@interia.pl,721996927,24,10,https://web.facebook.com/KreatywneNutki/
842,9095/Z,Niepubliczny Żłobek KATILANDIA,ŚLĄSKIE,zawierciański,Zawiercie,Zawiercie,ul. Siewierska,74,,biuro@katilandia.pl,501448780,55,60,www.katilandia.pl
843,7580/Z,"Niepubliczny Żłobek Językowy ""Fair Play""",MAŁOPOLSKIE,Kraków,Kraków-Podgórze,Kraków-Podgórze,ul. Jana Dekerta,24,,biuro@przedszkolefairplay.pl,507513071,12,23,www.przedszkolefairplay.info.pl
844,4089/Z,Miejski Zespół Żłobków Żłobek Nr 15,ŁÓDZKIE,Łódź,Łódź-Polesie,Łódź-Polesie,ul. Wapienna,29,,zlobek15@mzz.lodz.pl,+48515062479,97,100,http://www.mzz.lodz.pl
845,7603/Z,Zespół Klubów Dziecięcych Żłobkowe Krasnale Klub Dziecięcy Żłobkowe Krasnale I,PODKARPACKIE,strzyżowski,Strzyżów,Strzyżów,ul. Łukasiewicza,27,,krasnale.strzyzow@gmail.com,665211852,15,15,www.ekrasnale.pl
846,11311/Z,"Klub Malucha ""Biedroneczka"" ",DOLNOŚLĄSKIE,oleśnicki,Twardogóra,Moszyce,,30,,magpie7@wp.pl,606210903,12,22,
847,7291/Z,Niepubliczny Leśny Żłobek,POMORSKIE,Gdańsk,Gdańsk,Gdańsk,ul. Magellana,14,U3,zlobek.morena@wp.pl,792283739,17,20,http://www.lesnyzlobek.pl/
848,2132/Z,Żłobek Samorządowy w Strzelcach Krajeńskich,LUBUSKIE,strzelecko-drezdenecki,Strzelce Krajeńskie,Strzelce Krajeńskie,ul. Drzymały,4,,zlobek.strzelce@gmail.com,957632449,64,120,
849,10333/Z,Niepubliczny Żłobek Gumisiowy Las,MAŁOPOLSKIE,Kraków,Kraków-Krowodrza,Kraków-Krowodrza,ul. gen. Augusta Fieldorfa-Nila,17,JU11 JU12,konopabarbara@gmail.com,538437437,32,40,www.gumisiowylas.pl
850,7662/Z,Żłobek Re-Re Kum-Kum,MAŁOPOLSKIE,Kraków,Kraków-Krowodrza,Kraków-Krowodrza,ul. Eliasza Radzikowskiego,104,1,klubmalucha@onet.pl,509301283,30,30,www.rerekumkum.com
851,7182/Z,Żłobek Miejski w Morągu,WARMIŃSKO-MAZURSKIE,ostródzki,Morąg,Morąg,ul. Armii Krajowej,15,,pl2@neostrada.pl,897572888,48,48,www.przedszkole2morag.pl
852,9713/Z,Rybka Loli,ZACHODNIOPOMORSKIE,policki,Dobra (Szczecińska),Mierzyn,ul. Marcepanowa,2,,biuro@wodnehobby.pl,534810081,12,12,www.rekinwkrawacie.pl
853,10638/Z,"Żłobek ""Kubuś Puchatek"" w Szubinie",KUJAWSKO-POMORSKIE,nakielski,Szubin,Szubin,ul. gen. Jarosława Dąbrowskiego,16,,sekretariat@przedszkole2.szubin.pl,523842447,37,40,http://www.przedszkole2.szubin.pl/
854,11423/Z,"NIEPUBLICZNY ŻŁOBEK ""KOLOROWE KREDKI""",WARMIŃSKO-MAZURSKIE,mrągowski,Mrągowo,Mrągowo,ul. Wojska Polskiego,4B,,KRZYSZTOFMK@VP.PL,506867404,26,25,
855,11424/Z,"""Promyczek""",ŁÓDZKIE,piotrkowski,Wolbórz,Wolbórz,ul. 1 Maja,33,,anna-jezak@o2.pl,505378577,15,15,
856,11490/Z,"Klub Malucha ""Bystrzaczek""",MAŁOPOLSKIE,wadowicki,Andrychów,Andrychów,ul. Słowackiego,4e,,biuro1@przedszkolebystrzak.pl,606878185,22,22,http://przedszkolebystrzak.pl/klub-malucha/
857,11741/Z,Klub dziecięcy Radość Maluszka,POMORSKIE,Gdańsk,Gdańsk,Gdańsk,ul. mjr. Mieczysława Słabego,2,1b,biuro@radoscmaluszka.pl,502384814,15,15,www.radoscmaluszka.pl
858,9880/Z,"2 języki s.c. Agnieszka Obrał - Stanak, Monika Zatorska",MAŁOPOLSKIE,wielicki,Biskupice,Tomaszkowice,,440,,biuro@2jezyki.pl,602342602,13,27,
859,17086/Z,"NIEPUBLICZNY ŻŁOBEK ""MALI PASJONACI""",ŚLĄSKIE,Jastrzębie-Zdrój,Jastrzębie-Zdrój,Jastrzębie-Zdrój,ul. Libowiec,6C,,kontakt@przedszkolemalipasjonaci.pl,324409990,62,72,www.przedszkolemalipasjonaci.pl
860,7120/Z,"Żłobek ""Kubuś i przyjaciele""",MAŁOPOLSKIE,Kraków,Kraków-Śródmieście,Kraków-Śródmieście,ul. Gdańska,20,,biuro@kubusiprzyjaciele.pl,693641124,35,35,www.kubusiprzyjaciele.eu
861,3661/Z,"Niepubliczny Europejski Żłobek ""Tutorland"" ",MAZOWIECKIE,legionowski,Jabłonna,Jabłonna,ul. Piaskowa,5,,tutorland@op.pl,507526951,0,25,tutroland-przedszkole.pl
862,2295/Z,"Niepubliczny Żłobek ""Kangurek 24""",OPOLSKIE,Opole,Opole,Opole,ul. Lawendowa,18,,dyrekcja@kangurek24.pl,666372424,17,32,kangurek24.pl
863,11288/Z,Klub Maluszka U Margolci,POMORSKIE,Gdańsk,Gdańsk,Gdańsk,ul. Pagórkowa,17,,opieka@umargolci.pl,"664001513,608500177",15,15,www.umargolci.pl
864,8765/Z,"żłobek ""Cudaki-Słodziaki""",MAZOWIECKIE,Warszawa,Warszawa - Ursynów,Warszawa - Ursynów,ul. Franciszka Marii Lanciego,14,82,mradlinska@wp.pl,509613307,15,15,
865,11317/Z,Niepubliczny Żłobek Akademia Małej Pszczółki,MAZOWIECKIE,Warszawa,Warszawa - Białołęka,Warszawa - Białołęka,ul. Mochtyńska,85,,aneta@akademiamalejpszczolki.pl,509086094,28,28,www.akademiamalejpszczolki.pl
866,11379/Z,"Żłobek ""Pimpuś""",DOLNOŚLĄSKIE,Legnica,Legnica,Legnica,ul. Juliana Przybosia,5 Lu 3,,kontakt@zlobekpimpus.pl,"607031600,661783212",16,25,www.zlobekpimpus.pl
867,11384/Z,Klub Małych Einsteinów Anna Karpiuk,LUBUSKIE,zielonogórski,Nowogród Bobrzański,Nowogród Bobrzański,ul. Bogaczowska,6,,karpiukanna@wp.pl,531717005,8,11,brak
868,11414/Z,Pozytywny Żłobek w Sosnowcu,ŚLĄSKIE,Sosnowiec,Sosnowiec,Sosnowiec,ul. Naftowa,31,,h.paszenda@pozytywneinicjatywy.pl,532468706,48,48,http://slaskie.pozytywneinicjatywy.pl
869,11421/Z,"Żłobek ""Bajkowy Zakątek""",MAZOWIECKIE,piaseczyński,Góra Kalwaria,Góra Kalwaria,ul. Pijarska,23b,,bajkowyzakatek@wp.pl,724617000,1,1,bajkowyzakatek.com.pl
870,5403/Z,Niepubliczny Żłobek Motyli ,DOLNOŚLĄSKIE,głogowski,Głogów,Głogów,ul. Świętej Jadwigi Śląskiej,17,,monikajemiolo@wp.pl,663553484,8,18,www.facebook.com/ZlobekMotyli.Glogow/
871,11491/Z,E-Maluch 6 E-MALUCH Małgorzata Piekarska Rafał Raj s.c.,ŁÓDZKIE,łódzki wschodni,Nowosolna,Kopanka,,15,,emaluchrafal@gmail.com,669557485,0,22,www.emaluch.eu
872,7078/Z,Niepubliczny Żłobek Słoneczna Kraina w Łęgowie,POMORSKIE,gdański,Pruszcz Gdański,Łęgowo,ul. Nowa,7,,joanna-gwizdala@wp.pl,512497444,8,16,http://www.slonecznakraina.pl/legowo
873,7080/Z,"Niepubliczny Żłobek ""Mali Odkrywcy""",POMORSKIE,gdański,Pruszcz Gdański,Rotmanka,ul. Jałowcowa,12,,sloneczy-domek@wp.pl,512825512,40,36,
874,7083/Z,"PRYWATNY ŻŁOBEK ""HAPPY BOBO""",ŁÓDZKIE,Łódź,Łódź-Widzew,Łódź-Widzew,ul. Olechowska,10a,,dorotasala@interia.pl,507289607,15,15,http://www.happybobo.pl/
875,7084/Z,ZIELONA DOLINA,PODLASKIE,Białystok,Białystok,Białystok,ul. Jerzego Waszyngtona,22,1,kmzielonadolina@gmail.com,505043225,15,15,www.klubmalucha.bialystok.pl
876,7230/Z,Anglojęzyczna Przedszkolandia Żłobkolandia Niepubliczne Przedszkole i Żłobek Daria Doros ,WIELKOPOLSKIE,średzki,Środa Wielkopolska,Środa Wielkopolska,ul. Harcerska,23D,,daria@przedszkolandia.com.pl,880237420,23,29,www.przedszkolandia.com.pl
877,7107/Z,"Żłobek ""Świat Maluszka"" A. Nochowska, A. Sobkowiak S.C.",WIELKOPOLSKIE,gostyński,Gostyń,Gostyń,os. Osiedle 700 Lecia,8a,1-2,swiatmaluszkagostyn@gmail.com,725617006;668817194,43,43,www.swiat-maluszka.com.pl
878,8866/Z,Niepubliczny Tęczowy Żłobek,ŁÓDZKIE,poddębicki,Poddębice,Poddębice,ul. Szkolna,1,,a.plusa@g.pl,691519555,47,62,www.przedszkole-teczowe.pl
879,7222/Z,Miejski Żłobek w Pyskowicach,ŚLĄSKIE,gliwicki,Pyskowice,Pyskowice,ul. Ignacego Paderewskiego,5,,zlobek.pyskowice@idsl.pl,322332717,98,98,brak
880,7623/Z,PUCKI KLUB MALUCHA,POMORSKIE,pucki,Puck,Puck,al. Aleja Lipowa,3 c,,info@puckiklubmalucha.stronyzklasa.pl,502494378,30,48,puckiklubmalucha.pl
881,7624/Z,"Domowy Żłobek ""Oto bajka"" ",ZACHODNIOPOMORSKIE,koszaliński,Biesiekierz,Nowe Bielice,ul. Azaliowa,5,,gosial47@wp.pl,602497952,8,15,www.otobajka.toto.pl
882,11930/Z,"Niepubliczny Żłobek Nr 4 ""Smerfusie"" ",MAZOWIECKIE,wołomiński,Marki,Marki,ul. Szpitalna,5 i 5d,,biuro@smerfymarki.pl,507308731,24,41,
883,10017/Z,NURSING CARE MAGDALENA HARWAS,WIELKOPOLSKIE,pilski,Piła,Piła,ul. Podchorążych,18,A,MAGDALENA_HARWAS@WP.PL,608163976,25,25,WWW.NURSINGCARE.PL
884,11658/Z,Grupa Pro Alegria Alicja Lisek,WIELKOPOLSKIE,szamotulski,Wronki,Wronki,os. Osiedle Borek,21,-,biuro.amicakids@gmail.com,+48728820539,26,36,http://amicakids.pl
885,3656/Z,Żłobek Miejski Poranek w Oławie,DOLNOŚLĄSKIE,oławski,Oława,Oława,ul. Bolesława Chrobrego,106A,,zlobek.olawa@poczta.fm,713137654,81,96,www.zlobek-poranek.olawa.pl
886,11850/Z,Niepubliczny Żłobek Akademia Malucha Jagódka,ZACHODNIOPOMORSKIE,policki,Dobra (Szczecińska),Mierzyn,ul. Łukasińskiego,129,,jagodka.szczecin@gmail.com,535339055,46,53,www.jagodkaszczecin.pl
887,11856/Z,"Klub Dziecięcy ""Bajkolandia""",PODKARPACKIE,leżajski,Leżajsk,Leżajsk,ul. Leśna,22,,l.bajkolandia@interia.pl,535084567,27,25,http://bajkolandia.lezajsk.pl/
888,11902/Z,Żłobek Horyzont Marzeń,ŚLĄSKIE,Katowice,Katowice,Katowice,ul. gen. Władysława Sikorskiego,10,168,zlobek.horyzont@wp.pl,733148417,12,12,
889,11907/Z,MARLENA POCHOCKA ŻŁOBEK ''RUDOLF'',ZACHODNIOPOMORSKIE,Szczecin,Szczecin,Szczecin,ul. 9 Maja,9,i,m.pochocka@gmail.com,512652213,40,40,zlobek-rudolf.pl
890,11908/Z,Klub Malucha Biedronki,ŁÓDZKIE,pabianicki,Pabianice,Pabianice,ul. Stanisława Moniuszki,126,,tygrysek.pabianice@gmail.com,601356853,20,20,www.tygrysekprzedszkole.pl
891,12093/Z,CZARLANDIA NIEPUBLICZNE PRZEDSZKOLE JĘZYKOWE I ŻŁOBEK ,MAZOWIECKIE,legionowski,Nieporęt,Stanisławów Drugi,ul. Wolska,3A,,BIURO@CZARLANDIA.COM,509774131,16,16,CZARLANDIA.COM
892,7093/Z,Niepubliczny Żłobek MAJA Agnieszka Homa-Kurczab ,ŚLĄSKIE,pszczyński,Goczałkowice-Zdrój,Goczałkowice-Zdrój,ul. Stefana Żeromskiego,2A,,majazlobekprzedszkole@gmail.com,609191212,31,46,www.majazlobek.pl
893,7095/Z,Żłobek Kaczka Dziwaczka Oddział Dębiec,WIELKOPOLSKIE,Poznań,Poznań-Wilda,Poznań-Wilda,ul. Czechosłowacka,8,,zp.kaczkadziwaczka@gmail.com,512358376,21,50,www.kaczkadziwaczka.com.pl
894,8294/Z,"Klub Malucha ""Gabilandia""",MAZOWIECKIE,żyrardowski,Żyrardów,Żyrardów,ul. Piaskowa,21/23,,gabilandia@wp.pl,782654399,15,15,
895,6898/Z,"Niepubliczny Żłobek Językowo-Artystyczny "" Galileo""",MAZOWIECKIE,wołomiński,Tłuszcz,Tłuszcz,ul. Powstańców,9,,przedszkole@kastor.org.pl,608179795,15,23,www.przedszkole-galileo.pl
896,10311/Z,GWIAZDOLANDIA ,ŚLĄSKIE,Gliwice,Gliwice,Gliwice,ul. Jagiellońska,39,,gwiazdolandia@gmail.com,509983750,60,60,www.gwiazdolandia.pl
897,7185/Z,"Gminny Żłobek nr 1 "" Zaczarowany Ogród"" w Ruścu",MAZOWIECKIE,pruszkowski,Nadarzyn,Rusiec,ul. Szkolna,20,,zlobek@nadarzyn.pl,227245056,90,90,www.zlobekrusiec.szkolnastrona.pl
898,8872/Z,"Żłobek ""Niedźwiadek""",ZACHODNIOPOMORSKIE,Koszalin,Koszalin,Koszalin,ul. Kosynierów,49,,helena.lach@gmail.com,500705536,50,50,zabkaifilo.pl
899,10459/Z,Opieka nad Dziećmi Zielony Ogródek,MAZOWIECKIE,grodziski,Jaktorów,Henryszew,,15,,kontakt@domoweprzedszkole.info.pl,535008657,49,49,domoweprzedszkole.info.pl
900,10464/Z,Żłobek Gminny w Postolicach,DOLNOŚLĄSKIE,jaworski,Wądroże Wielkie,Postolice,,20A,,r.serafin@wadrozewielkie.pl,768874318,21,24,
901,10466/Z,ELEMELEK Ewelina Strutynska,DOLNOŚLĄSKIE,wrocławski,Siechnice,Siechnice,ul. Marszałka Józefa Piłsudskiego,4 B,,strutynska.ewelina@gmail.com,697918433,13,13,www.elemelek.com.pl
902,10639/Z,ZAMECZEK WIOLETTA CHOLEWA-BARANOWSKA,MAZOWIECKIE,Siedlce,Siedlce,Siedlce,ul. Henryka Sienkiewicza,10A,,zameczek50@wp.pl,600251606,70,70,www.przedszkolezameczek.pl/
903,8892/Z,Żłobek Bajkowy Domek s.c. ,WIELKOPOLSKIE,Poznań,Poznań-Grunwald,Poznań-Grunwald,ul. Królewny Śnieżki,16,,bajdom@onet.pl,501878868,15,25,www.baj-dom.pl
904,9442/Z,Żłobek Montessori Miastko,POMORSKIE,bytowski,Miastko,Miastko,ul. Kazimierza Wielkiego,7,,jaroslaw.dwulit@op.pl,508507140,36,50,www.montessorimiastko.pl
905,7133/Z,"""Tęczowy Zakątek"" Marcin Ziółkowski",DOLNOŚLĄSKIE,wrocławski,Żórawina,Żórawina,ul. Owocowa,10,,teczowyzakatek@eprzedszkole.com,600938060,30,30,www.teczowyzakatek.eprzedszkole.com
906,7142/Z,"Niepubliczny Żłobek ""Wesołe Słoneczko"" Anna Błażejczyk",MAZOWIECKIE,garwoliński,Garwolin,Garwolin,ul. Janusza Korczaka,27,,zlobek@wesolesloneczko.pl,667790433,23,23,wesolesloneczko.pl
907,7148/Z,"Żłobek w Połańcu ""Kraina Malucha""  ",ŚWIĘTOKRZYSKIE,staszowski,Połaniec,Połaniec,ul. Generała Antoniego Madalińskiego,1,,zlobek.krainamalucha@poczta.polaniec.pl,+48158130997,85,90,https://zlobek.polaniec.eu
908,7149/Z,"ŻŁOBEK ""SŁONECZKO"" W GWIEŹDZINIE",POMORSKIE,człuchowski,Rzeczenica,Gwieździn,,26,,zlobek@rzeczenica.pl,665396490,16,16,
909,7150/Z,Żłobek ALTO,DOLNOŚLĄSKIE,wrocławski,Długołęka,Kiełczów,ul. Ogrodowa,69,71,nowak.marta@gmail.com,501508578,26,26,www.dziecko.info
910,7005/Z,Żłobek HAPPY BEES,DOLNOŚLĄSKIE,wrocławski,Długołęka,Mirków,ul. Wolności,15a,,aolbrychowska@gmail.com,601980444,0,12,www.happy-bees.pl
911,7452/Z,Żłobek Miejski w Pabianicach Filia,ŁÓDZKIE,pabianicki,Pabianice,Pabianice,ul. ks. Piotra Skargi,70,,sekretariat@zlobekmiejski.pabianice.pl,+48422137720,74,100,https://zlobekmiejski.pabianice.pl/
912,7465/Z,"Niepubliczny Żłobek ""Motylkowa Kraina""",MAŁOPOLSKIE,Kraków,Kraków-Śródmieście,Kraków-Śródmieście,ul. Rakowicka,18a,100,kontakt@motylkowa-kraina.pl,721879475,28,35,www.motylkowa-kraina.pl
913,7467/Z,Niepubliczny Żłobek Reksio,ŁÓDZKIE,sieradzki,Sieradz,Sieradz,ul. Organizacji Katyń,15,,biuro@reksio.edu.pl,608809711,48,48,www.reksio.edu.pl
914,10066/Z,Żłobek Rainbow,WIELKOPOLSKIE,Kalisz,Kalisz,Kalisz,ul. Jana Długosza,15,,maciej_jakubek@wp.pl,509442333,31,43,
915,8541/Z,Miejski Żłobek nr 1,MAZOWIECKIE,nowodworski,Nowy Dwór Mazowiecki,Nowy Dwór Mazowiecki,ul. 29 Listopada,109,,sekretariat@zs4.nowydwormaz.pl,+48227130260,40,40,www.zs4.nowydwormaz.pl
916,7661/Z,Żłobek Niepubliczny Motylek,ŚLĄSKIE,Mysłowice,Mysłowice,Mysłowice,ul. Towarowa,1,,pnmotylek@gmail.com,512098571,15,105,pnmotylek.pl
917,9090/Z,ŻŁOBEK MIEJSKI W BARCZEWIE,WARMIŃSKO-MAZURSKIE,olsztyński,Barczewo,Barczewo,ul. Juliusza Słowackiego,7,,pm.barczewo@wp.pl,895148396,24,24,
918,7461/Z,Tęczowy Domek Malucha Iwona Jary II oddział,PODLASKIE,białostocki,Juchnowiec Kościelny,Księżyno,ul. Mazowiecka,44,,tdm_zlobek@op.pl,535922189,15,15,
919,11319/Z,Żłobek Nibylandia,PODLASKIE,Białystok,Białystok,Białystok,ul. Swobodna,38,2,nibylandia2013@o2.pl,783959050,22,22,
920,11659/Z,Klub Malucha Nikomariko,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,Bolesławiec,ul. Górne Młyny,12,,nikomariko@tlen.pl,733884801,27,24,www.nikomariko.szkolnastrona.pl
921,11822/Z,Nursing Care 1,WIELKOPOLSKIE,pilski,Piła,Piła,ul. Kadetów,2,9,magdalena_harwas@wp.pl,608163976,15,15,
922,11241/Z,"Niepubliczny Żłobek Dom Rozwoju Malucha ""Tuli Luli""",WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,Olsztyn,ul. Floriana Piotrowskiego,8,a,kontakt@zlobek-przedszkole.pl,664229770,24,24,zlobek-przedszkole.pl
923,11341/Z,"NIEPUBLICZNY ŻŁOBEK ""KOTEK PUSZEK"" IWONA KOŁODZIEJSKA",MAZOWIECKIE,Warszawa,Warszawa - Białołęka,Warszawa - Białołęka,ul. Odkryta,31,1,I.KOLODZIEJSKA@INTERIA.PL,505106440,20,20,
924,11381/Z,"Żłobek ""Skarb Malucha"" Police",ZACHODNIOPOMORSKIE,policki,Police,Police,ul. 26 Kwietnia,16,,kontakt@skarbmaluchapolice.pl,512654073,26,33,
925,11382/Z,"Żłobek ""Skarb Malucha"" Niekłończyca",ZACHODNIOPOMORSKIE,policki,Police,Niekłończyca,,8a,,kontakt@skarbmaluchapolice.pl,512654074,21,33,www.skarbmaluchapolice.pl
926,11383/Z,Niepubliczny Żłobek Planeta Marzeń ,MAZOWIECKIE,Warszawa,Warszawa - Białołęka,Warszawa - Białołęka,ul. Kobiałka,14,,biuro@planetamarzen.com,780160358,13,26,www.planetamarzen.com
927,7179/Z,"Anglojęzyczny Żłobek ""Butterfly""",WIELKOPOLSKIE,Kalisz,Kalisz,Kalisz,ul. Częstochowska,145,,biuro@przedszkolebutterfly.pl,513176300,16,16,http://przedszkolebutterfly.pl/
